epoch,train_total,train_nce,train_diff,train_cls,val_total
0,2.835392566103684,1.3842129613223828,1.0110744645721035,0.9456423654368049,2.8343132734298706
1,2.823038364711561,1.380882010648125,1.0074711394937415,0.9384207756895768,2.8208962082862854
2,2.80889504206808,1.372381152291047,1.0011807586017407,0.9359235081233477,2.8201651871204376
