dataset,rmse_mean,corr_mean,rmse_Arousal,corr_Arousal,rmse_Valence,corr_Valence,rmse_Dominance,corr_Dominance
DEAP,0.8913992047309875,0.1504702797688863,0.9035225510597228,0.1811794704620412,0.7925328016281128,-0.0231792368756322,0.9781423807144164,0.29341060572025
DREAMER,0.961420238018036,-0.17503146792879,1.2158008813858032,0.0655276265174203,0.7851371765136719,-0.3034988236144166,0.8833226561546326,-0.2871232066893737
SEED,1.1080622673034668,0.0227126114968851,1.11443293094635,0.2793450134343851,1.194435477256775,0.0365913614353567,1.0153182744979858,-0.2477985403790863
