epoch,train_total,train_nce,train_diff,train_cls,val_total
0,2.8087978896341825,1.3813289435286271,1.0229987062905963,0.9159695874703558,2.8250904083251953
1,2.7852439441178976,1.375928875647093,1.0137462004234916,0.9024419811995406,2.813678815960884
2,2.799007641641717,1.375276543592152,1.0097094931100543,0.9188763538473531,2.8139341175556183
